TestID,SN,Time,Result,,,,测试项目,开机,DonglePIDVID,AEC Headset PIDVID,Dongle FW 4107,Headset FW 3107,充电电流,QueryBD,Check Headset BD with MESBD,扫Dongle条码,Check Dongle BD with MESBD,读取耳机BD,读DongleBD,电池类型AEC,配对,+clearKL,等待配对成功,UnPlug TypeC,PowerOff(ByDongle),BindingSN,,,,单位,N/A,N/A,N/A,N/A,N/A,mA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,数值下限,N/A,0x098D&0x03F0,0x0B8D&0x03F0,V4.1.0.7.0,V3.1.0.7.0,54,N/A,N/A,N/A,N/A,N/A,N/A,AEC,N/A,N/A,N/A,N/A,N/A,N/A,,,,数值上限,N/A,0x098D&0x03F0,0x0B8D&0x03F0,V4.1.0.7.0,V3.1.0.7.0,580,N/A,N/A,N/A,N/A,N/A,N/A,AEC,N/A,N/A,N/A,N/A,N/A,N/A,
,,02: 16: 07,False,FalseObject reference not set to an instance of an object.,,,,,,,,,,,,,,True,,,,,
,,02: 16: 24,False,FalseObject reference not set to an instance of an object.,,,,,,,,,,,,,,True,,,,,
,,02: 16: 35,False,FalseObject reference not set to an instance of an object.,,,,,,,,,,,,,,True,,,,,
,,02: 16: 52,False,FalseObject reference not set to an instance of an object.,,,,,,,,,,,,,,True,,,,,
,,02: 17: 10,False,FalseObject reference not set to an instance of an object.,,,,,,,,,,,,,,True,,,,,
,,04: 43: 28,False,FalseObject reference not set to an instance of an object.,,,,,,,,,,,,,,True,,,,,
,,04: 44: 22,False,FalseObject reference not set to an instance of an object.,,,,,,,,,,,,,,True,,,,,
,,04: 45: 02,False,FalseObject reference not set to an instance of an object.,,,,,,,,,,,,,,True,,,,,
,,04: 45: 14,False,FalseObject reference not set to an instance of an object.,,,,,,,,,,,,,,True,,,,,
,,04: 58: 09,False,FalseObject reference not set to an instance of an object.,,,,,,,,,,,,,,True,,,,,
,,04: 58: 34,False,FalseObject reference not set to an instance of an object.,,,,,,,,,,,,,,True,,,,,
,,04: 58: 47,False,FalseObject reference not set to an instance of an object.,,,,,,,,,,,,,,True,,,,,
,,04: 58: 57,False,FalseObject reference not set to an instance of an object.,,,,,,,,,,,,,,True,,,,,
,,05: 05: 20,False,FalseObject reference not set to an instance of an object.,,,,,,,,,,,,,,True,,,,,
,,05: 10: 21,False,FalseObject reference not set to an instance of an object.,,,,,,,,,,,,,,True,,,,,
,,05: 10: 49,False,FalseObject reference not set to an instance of an object.,,,,,,,,,,,,,,True,,,,,
,,05: 15: 16,False,FalseObject reference not set to an instance of an object.,,,,,,,,,,,,,,True,,,,,
,,05: 15: 25,False,FalseObject reference not set to an instance of an object.,,,,,,,,,,,,,,True,,,,,
,,05: 15: 52,False,FalseObject reference not set to an instance of an object.,,,,,,,,,,,,,,True,,,,,
,,05: 28: 34,False,FalseObject reference not set to an instance of an object.,,,,,,,,,,,,,,True,,,,,
,,05: 28: 35,False,FalseObject reference not set to an instance of an object.,,,,,,,,,,,,,,True,,,,,
,,05: 31: 13,False,FalseObject reference not set to an instance of an object.,,,,,,,,,,,,,,True,,,,,
,,05: 31: 26,False,FalseObject reference not set to an instance of an object.,,,,,,,,,,,,,,True,,,,,
,,05: 36: 50,False,FalseObject reference not set to an instance of an object.,,,,,,,,,,,,,,True,,,,,
,,05: 44: 48,False,FalseObject reference not set to an instance of an object.,,,,,,,,,,,,,,True,,,,,
,,05: 44: 55,False,FalseObject reference not set to an instance of an object.,,,,,,,,,,,,,,True,,,,,
,,05: 46: 19,False,FalseObject reference not set to an instance of an object.,,,,,,,,,,,,,,True,,,,,
,,05: 51: 20,False,FalseObject reference not set to an instance of an object.,,,,,,,,,,,,,,True,,,,,
,,05: 51: 58,False,FalseObject reference not set to an instance of an object.,,,,,,,,,,,,,,True,,,,,
,,05: 59: 16,False,FalseObject reference not set to an instance of an object.,,,,,,,,,,,,,,True,,,,,
,,06: 10: 48,False,FalseObject reference not set to an instance of an object.,,,,,,,,,,,,,,True,,,,,
,,06: 10: 53,False,FalseObject reference not set to an instance of an object.,,,,,,,,,,,,,,True,,,,,
,,06: 12: 27,False,FalseObject reference not set to an instance of an object.,,,,,,,,,,,,,,True,,,,,
,,06: 13: 05,False,FalseObject reference not set to an instance of an object.,,,,,,,,,,,,,,True,,,,,
,,06: 13: 12,False,FalseObject reference not set to an instance of an object.,,,,,,,,,,,,,,True,,,,,
,,06: 13: 35,False,FalseObject reference not set to an instance of an object.,,,,,,,,,,,,,,True,,,,,
,,06: 14: 36,False,FalseObject reference not set to an instance of an object.,,,,,,,,,,,,,,True,,,,,
