TestID,SN,Time,Result,,,,测试项目,LoadFile,条码,充电容量,放电容量,回充容量,,,,单位,N/A,N/A,mAh,mAh,mAh,,,,数值下限,N/A,N/A,N/A,1260,800,,,,数值上限,N/A,N/A,N/A,10000,10000,
,T00330202000008,01: 07: 19,False,True,T00330202000008,3225.97688888889,1546.71136111111,700.153513888889,
,T00330202000009,01: 07: 20,False,True,T00330202000009,3404.81355555556,1250.91408333333,,
,T00330202000010,01: 07: 21,True,True,T00330202000010,3308.61644444444,1532.17052777778,800.401202777778,
,T00330202000008,01: 32: 18,False,True,T00330202000008,3225.97688888889,1546.71136111111,700.153513888889,
,T00330202000009,01: 32: 19,False,True,T00330202000009,3404.81355555556,1250.91408333333,,
,T00330202000008,01: 34: 00,False,True,T00330202000008,3225.97688888889,1546.71136111111,700.153513888889,
,T00330202000008,01: 52: 12,False,True,T00330202000008,3225.97688888889,1546.71136111111,700.153513888889,
,T00330202000009,01: 52: 13,False,True,T00330202000009,3404.81355555556,1250.91408333333,,
,T00330202000008,02: 25: 16,False,True,T00330202000008,3225.97688888889,1546.71136111111,700.153513888889,
,T00330202000009,02: 25: 18,False,True,T00330202000009,3404.81355555556,1250.91408333333,,
,T00330202000008,02: 26: 17,False,True,T00330202000008,3225.97688888889,1546.71136111111,700.153513888889,
,T00330202000008,02: 26: 51,False,True,T00330202000008,3225.97688888889,1546.71136111111,700.153513888889,
,T00330202000008,02: 40: 50,False,True,T00330202000008,3225.97688888889,1546.71136111111,700.153513888889,
,T00330202000008,02: 45: 01,False,True,T00330202000008,3225.97688888889,1546.71136111111,700.153513888889,
,T00330202000008,02: 45: 05,False,True,T00330202000008,3225.97688888889,1546.71136111111,700.153513888889,
,T00330202000008,02: 45: 08,False,True,T00330202000008,3225.97688888889,1546.71136111111,700.153513888889,
,T00330202000008,02: 45: 09,False,True,T00330202000008,3225.97688888889,1546.71136111111,700.153513888889,
,T00330202000008,02: 45: 15,False,True,T00330202000008,3225.97688888889,1546.71136111111,700.153513888889,
,T00330202000008,03: 26: 31,False,True,T00330202000008,3225.97688888889,1546.71136111111,700.153513888889,
,T00330202000008,03: 26: 34,False,True,T00330202000008,3225.97688888889,1546.71136111111,700.153513888889,
,T00330202000008,03: 26: 36,False,True,T00330202000008,3225.97688888889,1546.71136111111,700.153513888889,
,T00330202000008,03: 34: 25,False,True,T00330202000008,3225.97688888889,1546.71136111111,700.153513888889,
,T00330202000008,03: 34: 35,False,True,T00330202000008,3225.97688888889,1546.71136111111,700.153513888889,
,T00330202000008,03: 36: 03,False,True,T00330202000008,3225.97688888889,1546.71136111111,700.153513888889,
,T00330202000008,03: 36: 18,False,True,T00330202000008,3225.97688888889,1546.71136111111,700.153513888889,
,T00330202000008,03: 39: 37,False,True,T00330202000008,3225.97688888889,1546.71136111111,700.153513888889,
,T00330202000008,03: 39: 42,False,True,T00330202000008,3225.97688888889,1546.71136111111,700.153513888889,
,T00330202000008,04: 04: 20,False,True,T00330202000008,3225.97688888889,1546.71136111111,700.153513888889,
,T00330202000008,04: 04: 45,False,True,T00330202000008,3225.97688888889,1546.71136111111,700.153513888889,
,T00330202000008,04: 06: 17,False,True,T00330202000008,3225.97688888889,1546.71136111111,700.153513888889,
,T00330202000008,04: 06: 18,False,True,T00330202000008,3225.97688888889,1546.71136111111,700.153513888889,
,T00330202000008,04: 06: 19,False,True,T00330202000008,3225.97688888889,1546.71136111111,700.153513888889,
,T00330202000008,04: 06: 20,False,True,T00330202000008,3225.97688888889,1546.71136111111,700.153513888889,
,T00330202000008,04: 06: 21,False,True,T00330202000008,3225.97688888889,1546.71136111111,700.153513888889,
,T00330202000008,04: 06: 23,False,True,T00330202000008,3225.97688888889,1546.71136111111,700.153513888889,
,T00330202000008,04: 10: 34,False,True,T00330202000008,3225.97688888889,1546.71136111111,700.153513888889,
,T00330202000008,04: 11: 00,False,True,T00330202000008,3225.97688888889,1546.71136111111,700.153513888889,
,T00330202000008,04: 12: 59,False,True,T00330202000008,3225.97688888889,1546.71136111111,700.153513888889,
,T00330202000008,04: 13: 30,False,True,T00330202000008,3225.97688888889,1546.71136111111,700.153513888889,
,T00330202000008,04: 15: 55,False,True,T00330202000008,3225.97688888889,1546.71136111111,700.153513888889,
,T00330202000008,04: 18: 53,False,True,T00330202000008,3225.97688888889,1546.71136111111,700.153513888889,
,T00330202000008,04: 26: 33,False,True,T00330202000008,3225.97688888889,1546.71136111111,700.153513888889,
,T00330202000008,04: 28: 48,False,True,T00330202000008,3225.97688888889,1546.71136111111,700.153513888889,
,T00330202000008,04: 29: 09,False,True,T00330202000008,3225.97688888889,1546.71136111111,700.153513888889,
,T00330202000008,04: 31: 50,False,True,T00330202000008,3225.97688888889,1546.71136111111,700.153513888889,
,T00330202000008,04: 34: 05,False,True,T00330202000008,3225.97688888889,1546.71136111111,700.153513888889,
,T00330202000008,04: 34: 10,False,True,T00330202000008,3225.97688888889,1546.71136111111,700.153513888889,
,T00330202000008,04: 34: 16,False,True,T00330202000008,3225.97688888889,1546.71136111111,700.153513888889,
,T00330202000008,04: 34: 41,False,True,T00330202000008,3225.97688888889,1546.71136111111,700.153513888889,
,T00330202000008,04: 39: 47,False,True,T00330202000008,3225.97688888889,1546.71136111111,700.153513888889,
,T00330202000008,04: 41: 44,False,True,T00330202000008,3225.97688888889,1546.71136111111,700.153513888889,
,T00330202000008,04: 42: 03,False,True,T00330202000008,3225.97688888889,1546.71136111111,700.153513888889,
,T00330202000008,04: 44: 37,False,True,T00330202000008,3225.97688888889,1546.71136111111,700.153513888889,
,T00330202000008,04: 44: 50,False,True,T00330202000008,3225.97688888889,1546.71136111111,700.153513888889,
,T00330202000008,04: 45: 57,False,True,T00330202000008,3225.97688888889,1546.71136111111,700.153513888889,
,T00330202000008,04: 46: 03,False,True,T00330202000008,3225.97688888889,1546.71136111111,700.153513888889,
,T00330202000008,04: 48: 01,False,True,T00330202000008,3225.97688888889,1546.71136111111,700.153513888889,
,T00330202000008,04: 49: 48,False,True,T00330202000008,3225.97688888889,1546.71136111111,700.153513888889,
,T00330202000008,04: 50: 24,False,True,T00330202000008,3225.97688888889,1546.71136111111,700.153513888889,
,T00330202000008,04: 51: 59,False,True,T00330202000008,3225.97688888889,1546.71136111111,700.153513888889,
,T00330202000008,04: 52: 21,False,True,T00330202000008,3225.97688888889,1546.71136111111,700.153513888889,
,T00330202000008,04: 59: 51,False,True,T00330202000008,3225.97688888889,1546.71136111111,700.153513888889,
,T00330202000008,05: 00: 09,False,True,T00330202000008,3225.97688888889,1546.71136111111,700.153513888889,
