TestID,SN,Time,Result,,,,测试项目,RF_POWER_Test2440,,,,单位,N/A,,,,数值下限,10,,,,数值上限,30,
,TE_BZP_RF_JZ,08: 06: 10,True,0,
,TE_BZP_RF_JZ,08: 08: 19,True,0,0,0,
,TE_BZP_RF_JZ,08: 08: 36,True,0,0,0,
,TE_BZP_RF_JZ,08: 09: 24,True,0,0,0,
,TE_BZP_RF_JZ,08: 10: 06,True,0,0,0,
,,08: 10: 08,True,12,12,12,
,,08: 35: 47,False,VID:046D|PID:0ABA,-20.54,,,,,,,,
,TE_BZP_RF_JZ,08: 36: 14,True,VID:046D|PID:0ABA,-20.62,-21.95,-23.35,-16.3,-27.65,-30.08,-28.03,-16.3,
,TE_BZP_RF_JZ,08: 42: 43,True,VID:046D|PID:0ABA,-20.93,-22.27,-23.83,-16.3,-27.83,-30.51,-28.3,-16.3,
,TE_BZP_RF_JZ,08: 49: 57,True,VID:046D|PID:0ABA,-21,-22.31,-23.96,-16.3,-27.86,-30.35,-28.33,-16.3,
,TE_BZP_RF_JZ,08: 50: 34,True,VID:046D|PID:0ABA,0,0,0.06,-16.3,0.03,-0.08,0.02,-16.3,
,TE_BZP_RF_JZ,08: 51: 52,True,VID:046D|PID:0ABA,-0.04,0.03,0.03,-16.3,-0.04,-0.25,-0.03,-16.3,
,TE_BZP_RF_JZ,08: 52: 18,True,VID:046D|PID:0ABA,0.04,-0.06,0.08,-16.3,0.13,0.19,-0.03,-16.3,
,TE_BZP_RF_JZ,10: 17: 48,False,False,,,,,,,,,
,,10: 43: 53,False,-7,,,
,TE_BZP_RF_JZ,10: 44: 00,True,-7,-10,-9,
,,10: 44: 06,True,-7,-10,-9,
,TE_BZP_RF_JZ,10: 44: 25,True,-7,-10,-9,
,TE_BZP_RF_JZ,10: 47: 25,True,0,0,0,
,TE_BZP_RF_JZ,10: 47: 40,True,0,0,0,
,TE_BZP_RF_JZ,11: 45: 19,False,0,0,0,
,,11: 46: 02,False,9.2,4,12,
,,11: 46: 31,False,9.2,4,12,
,,11: 46: 59,False,9.2,4,12,
,,11: 47: 27,False,9.2,4,12,
,,11: 48: 26,False,9.2,4,12,
,,11: 50: 15,False,9.2,4,12,
,,11: 50: 44,False,9.2,4,12,
,,11: 51: 14,False,9.2,4,12,
,,11: 51: 55,False,9.2,4,12,
,,11: 55: 31,False,9.2,4,12,
,,11: 55: 34,True,9.2,4,12,
,,11: 55: 45,True,9.2,4,12,
,TE_BZP_RF_JZ,01: 10: 32,True,9.2,4,12,
,TE_BZP_RF_JZ,01: 11: 05,True,9.2,4,12,
,TE_BZP_RF_JZ,01: 12: 09,True,9.2,4,12,
,,01: 14: 22,False,9.2,4,,
,TE_BZP_RF_JZ,01: 24: 25,True,9.2,4,10,
,TE_BZP_RF_JZ,01: 31: 47,True,0,0,0,
,TE_BZP_RF_JZ,01: 50: 15,True,0,0,0,
,TE_BZP_RF_JZ,01: 54: 00,True,0,0,0,
,,01: 54: 02,True,20,10,23,
,TE_BZP_RF_JZ,01: 54: 53,True,20,10,23,
,TE_BZP_RF_JZ,01: 55: 25,True,20,10,23,
,TE_BZP_RF_JZ,01: 56: 24,True,0,0,0,
,TE_BZP_RF_JZ,01: 57: 27,True,0,0,0,
,TE_BZP_RF_JZ,02: 00: 58,True,0,0,0,
,,02: 01: 01,True,20,5,6,
,TE_BZP_RF_JZ,02: 11: 05,True,20,5,6,
,,02: 11: 09,True,20,2,6,
,TE_BZP_RF_JZ,02: 39: 23,True,20,2,6,
,,02: 39: 25,True,10,5,6,
,TE_BZP_RF_JZ,02: 44: 38,True,10,5,6,
,,02: 44: 39,True,23,10,6,
