TestID,SN,Time,Result,,,,测试项目,進電子狗DFU模式,進入电子狗模式,LeftRSSI_RF_POWER,進入耳机模式,LeftPower_RF_POWER,退出电子狗DFU模式+,,,,单位,N/A,N/A,N/A,N/A,N/A,N/A,,,,数值下限,N/A,N/A,N/A,N/A,N/A,N/A,,,,数值上限,N/A,N/A,N/A,N/A,N/A,N/A,
,TE_BZP_RF_JZ,10: 14: 11,True,True,True,-49,True,-51,True,
,TE_BZP_RF_JZ,10: 15: 06,False,True,True,-49,True,-51,True,
,TE_BZP_RF_JZ,10: 15: 55,True,True,True,-51,True,-52,True,
,TE_BZP_RF_JZ,10: 21: 24,True,True,True,-47,True,-50,True,
,TE_BZP_RF_JZ,10: 29: 13,True,True,True,-54,True,-47,True,
,TE_BZP_RF_JZ,10: 29: 29,True,True,True,-46,True,-47,True,
,TE_BZP_RF_JZ,10: 31: 05,False,True,True,-45,True,-43,True,
,TE_BZP_RF_JZ,10: 31: 39,True,True,True,-45,True,-43,True,
,TE_BZP_RF_JZ,10: 32: 00,False,True,True,-45,True,-47,True,
,TE_BZP_EN_TEST,10: 50: 42,False,True,True,Input string was not in a correct format. False,,,True,
,TE_BZP_RF_JZ,10: 51: 22,True,True,True,-45,True,-45,True,
,TE_BZP_RF_JZ,10: 52: 36,True,True,True,-42,True,-42,True,
,TE_BZP_RF_JZ,10: 54: 52,True,True,True,-47,True,-45,True,
,TE_BZP_RF_JZ,10: 54: 59,True,True,True,-43,True,-45,True,
,TE_BZP_RF_JZ,10: 55: 44,False,True,True,-44,True,-47,True,
,TE_BZP_RF_JZ,10: 56: 09,True,True,True,-48,True,-49,True,
,TE_BZP_RF_JZ,11: 00: 47,False,True,True,-41,True,-43,True,
,TE_BZP_RF_JZ,11: 01: 14,True,True,True,-41,True,-41,True,
