TestID,SN,Time,Result,,,,测试项目,Dongle BD,Headset BD,,,,单位,N/A,N/A,,,,数值下限,N/A,N/A,,,,数值上限,N/A,N/A,
,,09: 04: 23,True,Read Fail or Not Plug in Dongle,Read Fail or Not Plug in Headset,
,,09: 09: 05,True,Read Fail or Not Plug in Dongle,Read Fail or Not Plug in Headset,
,,09: 10: 36,True,Read Fail or Not Plug in Dongle,Read Fail or Not Plug in Headset,
,,09: 15: 30,True,Read Fail or Not Plug in Dongle,Read Fail or Not Plug in Headset,
,,09: 42: 09,True,Read Fail or Not Plug in Dongle,Read Fail or Not Plug in Headset,30,
,,09: 50: 13,True,Read Fail or Not Plug in Dongle,Read Fail or Not Plug in Headset,30,
,TE_BZP_RF_JZ,09: 50: 28,True,Read Fail or Not Plug in Dongle,Read Fail or Not Plug in Headset,30,
,TE_BZP_RF_JZ,11: 20: 04,True,Read Fail or Not Plug in Dongle,Read Fail or Not Plug in Headset,30,
,TE_BZP_RF_JZ,11: 21: 37,True,Read Fail or Not Plug in Dongle,Read Fail or Not Plug in Headset,30,
,TE_BZP_RF_JZ,11: 30: 13,True,Read Fail or Not Plug in Dongle,Read Fail or Not Plug in Headset,30,
,,11: 54: 58,True,Read Fail or Not Plug in Dongle,Read Fail or Not Plug in Headset,30,
,TE_BZP_RF_JZ,11: 55: 09,True,Read Fail or Not Plug in Dongle,Read Fail or Not Plug in Headset,30,
,TE_BZP_RF_JZ,11: 55: 55,True,Read Fail or Not Plug in Dongle,Read Fail or Not Plug in Headset,30,
,,11: 56: 55,True,30,
,TE_BZP_RF_JZ,11: 56: 59,True,30,
,TE_BZP_RF_JZ,01: 07: 17,True,30,
,TE_BZP_RF_JZ,01: 09: 03,True,30,
,TE_BZP_RF_JZ,02: 12: 50,True,30,
,TE_BZP_RF_JZ,02: 24: 39,True,30,
,TE_BZP_RF_JZ,02: 26: 11,True,30,
,TE_BZP_RF_JZ,02: 26: 57,True,30,
,TE_BZP_RF_JZ,02: 41: 05,True,30,
,,02: 41: 39,True,30,
,TE_BZP_RF_JZ,02: 53: 45,True,30,
